timestamp,gpu_index,power_watts,temp_c,gpu_util,vram_used_mb,sm_clock_mhz,mem_clock_mhz,pcie_gen,ecc_corrected_total,ecc_uncorrectable_total
2026-09-20T00:31:31.068524+00:00,0,78.89,33.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:31.068524+00:00,1,77.91,38.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:31.068524+00:00,2,78.08,36.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:31.068524+00:00,3,78.7,36.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:32.144880+00:00,0,78.9,33.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:32.144880+00:00,1,77.89,38.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:32.144880+00:00,2,78.07,36.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:32.144880+00:00,3,78.63,36.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:33.219859+00:00,0,78.9,33.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:33.219859+00:00,1,77.87,38.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:33.219859+00:00,2,78.04,36.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:33.219859+00:00,3,78.73,36.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:34.295535+00:00,0,78.93,33.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:34.295535+00:00,1,77.91,38.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:34.295535+00:00,2,78.05,36.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:34.295535+00:00,3,78.64,36.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:35.370143+00:00,0,78.93,33.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:35.370143+00:00,1,77.91,38.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:35.370143+00:00,2,78.06,36.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:35.370143+00:00,3,78.62,36.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:36.442662+00:00,0,78.92,33.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:36.442662+00:00,1,77.91,38.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:36.442662+00:00,2,78.07,36.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:36.442662+00:00,3,78.6,36.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:37.516586+00:00,0,78.95,33.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:37.516586+00:00,1,77.93,38.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:37.516586+00:00,2,78.04,35.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:37.516586+00:00,3,78.69,36.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:38.590488+00:00,0,78.96,33.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:38.590488+00:00,1,77.94,38.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:38.590488+00:00,2,78.02,35.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:38.590488+00:00,3,78.62,36.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:39.663745+00:00,0,78.94,33.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:39.663745+00:00,1,77.92,38.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:39.663745+00:00,2,78.03,36.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:39.663745+00:00,3,78.62,36.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:40.737226+00:00,0,78.94,33.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:40.737226+00:00,1,77.93,38.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:40.737226+00:00,2,78.08,35.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:40.737226+00:00,3,78.7,36.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:41.810605+00:00,0,78.95,33.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:41.810605+00:00,1,77.9,38.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:41.810605+00:00,2,78.06,35.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
2026-09-20T00:31:41.810605+00:00,3,78.67,36.0,0.0,1.0,345.0,3201.0,5.0,0.0,0.0
