nohup: ignoring input
timestamp, index, power.draw [W], utilization.gpu [%], memory.used [MiB], clocks.current.sm [MHz], clocks.current.memory [MHz], temperature.gpu
2026/09/25 04:10:14.096, 1, 126.61 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:10:24.096, 0, 119.04 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:10:24.096, 1, 126.78 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:10:34.096, 0, 119.09 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:10:34.096, 1, 126.68 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:10:44.096, 0, 119.69 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:10:44.096, 1, 126.68 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:10:54.096, 0, 119.70 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:10:54.096, 1, 126.69 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:11:04.095, 0, 119.76 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:11:04.095, 1, 126.71 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:11:14.095, 0, 119.52 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:11:14.095, 1, 126.70 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:11:24.095, 0, 119.12 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:11:24.095, 1, 126.67 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:11:34.095, 0, 119.08 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:11:34.095, 1, 126.71 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:11:44.095, 0, 119.09 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:11:44.095, 1, 126.64 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:11:54.095, 0, 119.12 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:11:54.095, 1, 126.71 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:12:04.094, 0, 119.11 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:12:04.095, 1, 126.69 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:12:14.094, 0, 119.17 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:12:14.094, 1, 126.22 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:12:24.094, 0, 119.13 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:12:24.094, 1, 126.67 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:12:34.094, 0, 119.15 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:12:34.094, 1, 126.72 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:12:44.094, 0, 119.09 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:12:44.094, 1, 126.80 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:12:54.094, 0, 119.10 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:12:54.094, 1, 126.71 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:13:04.094, 0, 119.10 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:13:04.100, 1, 126.74 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:13:14.101, 0, 119.09 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:13:14.101, 1, 126.74 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:13:24.101, 0, 119.12 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:13:24.102, 1, 126.70 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:13:34.102, 0, 119.18 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:13:34.102, 1, 126.68 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:13:44.102, 0, 119.10 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:13:44.102, 1, 126.64 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:13:54.102, 0, 119.05 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:13:54.102, 1, 126.67 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:14:04.102, 0, 119.14 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:14:04.102, 1, 126.65 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:14:14.102, 0, 119.13 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:14:14.102, 1, 126.74 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:14:24.102, 0, 119.68 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:14:24.102, 1, 126.72 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:14:34.102, 0, 119.73 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:14:34.102, 1, 126.74 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:14:44.102, 0, 119.74 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:14:44.103, 1, 126.65 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:14:54.103, 0, 119.80 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:14:54.103, 1, 126.62 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:15:04.103, 0, 119.68 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:15:04.104, 1, 126.60 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:15:14.104, 0, 119.75 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:15:14.104, 1, 126.64 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:15:24.104, 0, 119.76 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:15:24.104, 1, 126.68 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:15:34.104, 0, 119.74 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:15:34.104, 1, 126.66 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:15:44.104, 0, 119.73 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:15:44.104, 1, 126.66 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:15:54.104, 0, 119.74 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:15:54.105, 1, 126.74 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:16:04.105, 0, 119.78 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:16:04.105, 1, 126.67 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:16:14.105, 0, 119.72 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:16:14.106, 1, 126.69 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:16:24.111, 0, 119.75 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:16:24.111, 1, 126.72 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:16:34.111, 0, 119.77 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:16:34.111, 1, 126.75 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:16:44.111, 0, 119.78 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:16:44.111, 1, 126.77 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:16:54.111, 0, 119.78 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:16:54.111, 1, 126.69 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:17:04.111, 0, 119.72 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:17:04.111, 1, 126.68 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:17:14.111, 0, 119.67 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:17:14.111, 1, 126.68 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:17:24.111, 0, 119.77 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:17:24.111, 1, 126.70 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:17:34.111, 0, 119.74 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:17:34.111, 1, 126.65 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:17:44.111, 0, 119.58 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:17:44.111, 1, 126.47 W, 0 %, 15878 MiB, 1980 MHz, 3201 MHz, 45
