epoch,iso,phase,interval_ms,power.draw,utilization.gpu,utilization.memory,memory.used,clocks.sm,clocks.mem,temperature.gpu
1789867872.06,2026-09-20T01:31:12.060262+00:00,baseline,28.6,663.68,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867872.089,2026-09-20T01:31:12.089197+00:00,baseline,28.9,663.68,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867872.118,2026-09-20T01:31:12.118437+00:00,baseline,29.2,663.88,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867872.147,2026-09-20T01:31:12.146629+00:00,baseline,28.2,663.88,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867872.175,2026-09-20T01:31:12.175060+00:00,baseline,28.4,663.88,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867872.204,2026-09-20T01:31:12.203846+00:00,baseline,28.8,663.88,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867872.233,2026-09-20T01:31:12.233323+00:00,baseline,29.5,663.78,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867872.262,2026-09-20T01:31:12.261542+00:00,baseline,28.2,663.78,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867872.292,2026-09-20T01:31:12.291783+00:00,baseline,30.2,663.78,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867872.321,2026-09-20T01:31:12.320982+00:00,baseline,29.2,664.03,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867872.351,2026-09-20T01:31:12.351490+00:00,baseline,30.5,664.03,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867872.383,2026-09-20T01:31:12.382612+00:00,baseline,31.1,664.03,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867872.413,2026-09-20T01:31:12.412872+00:00,baseline,30.3,664.03,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867872.444,2026-09-20T01:31:12.443894+00:00,baseline,31.0,663.84,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867872.474,2026-09-20T01:31:12.474185+00:00,baseline,30.3,663.84,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867872.506,2026-09-20T01:31:12.505635+00:00,baseline,31.5,663.84,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867872.535,2026-09-20T01:31:12.535219+00:00,baseline,29.6,664.08,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867872.564,2026-09-20T01:31:12.564171+00:00,baseline,29.0,664.08,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867872.595,2026-09-20T01:31:12.594890+00:00,baseline,30.7,664.08,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867872.625,2026-09-20T01:31:12.624576+00:00,baseline,29.7,664.09,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867872.653,2026-09-20T01:31:12.653458+00:00,baseline,28.9,664.09,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867872.684,2026-09-20T01:31:12.684041+00:00,baseline,30.6,664.09,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867872.715,2026-09-20T01:31:12.714753+00:00,baseline,30.7,664.09,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867872.746,2026-09-20T01:31:12.745761+00:00,baseline,31.0,664.11,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867872.775,2026-09-20T01:31:12.775044+00:00,baseline,29.3,664.11,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867872.804,2026-09-20T01:31:12.804206+00:00,baseline,29.2,664.11,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867872.834,2026-09-20T01:31:12.834332+00:00,baseline,30.1,663.91,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867872.863,2026-09-20T01:31:12.863343+00:00,baseline,29.0,663.91,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867872.892,2026-09-20T01:31:12.891880+00:00,baseline,28.5,663.91,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867872.921,2026-09-20T01:31:12.920714+00:00,baseline,28.8,664.28,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867872.951,2026-09-20T01:31:12.951339+00:00,baseline,30.6,664.28,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867872.981,2026-09-20T01:31:12.980945+00:00,baseline,29.6,664.28,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867873.01,2026-09-20T01:31:13.010308+00:00,baseline,29.4,664.28,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867873.041,2026-09-20T01:31:13.041245+00:00,baseline,30.9,664.28,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867873.07,2026-09-20T01:31:13.070057+00:00,baseline,28.8,664.28,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867873.101,2026-09-20T01:31:13.100693+00:00,baseline,30.6,664.28,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867873.131,2026-09-20T01:31:13.130996+00:00,baseline,30.3,664.16,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867873.159,2026-09-20T01:31:13.159299+00:00,baseline,28.3,664.16,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867873.188,2026-09-20T01:31:13.187789+00:00,baseline,28.5,664.16,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867873.216,2026-09-20T01:31:13.216197+00:00,baseline,28.4,664.16,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867873.245,2026-09-20T01:31:13.244954+00:00,baseline,28.8,664.16,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867873.273,2026-09-20T01:31:13.273111+00:00,baseline,28.2,664.16,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867873.303,2026-09-20T01:31:13.303056+00:00,baseline,29.9,664.16,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867873.333,2026-09-20T01:31:13.332780+00:00,baseline,29.7,664.31,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867873.363,2026-09-20T01:31:13.362889+00:00,baseline,30.1,664.31,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867873.394,2026-09-20T01:31:13.394164+00:00,baseline,31.3,664.31,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867873.426,2026-09-20T01:31:13.425689+00:00,baseline,31.5,664.18,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867873.457,2026-09-20T01:31:13.456954+00:00,baseline,31.3,664.18,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867873.486,2026-09-20T01:31:13.485653+00:00,baseline,28.7,664.18,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867873.515,2026-09-20T01:31:13.514964+00:00,baseline,29.3,664.18,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867873.545,2026-09-20T01:31:13.544938+00:00,baseline,30.0,664.34,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867873.576,2026-09-20T01:31:13.576210+00:00,baseline,31.3,664.34,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867873.606,2026-09-20T01:31:13.606156+00:00,baseline,29.9,664.34,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867873.635,2026-09-20T01:31:13.634761+00:00,baseline,28.6,664.17,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867873.664,2026-09-20T01:31:13.664306+00:00,baseline,29.5,664.17,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867873.693,2026-09-20T01:31:13.692572+00:00,baseline,28.3,664.17,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867873.721,2026-09-20T01:31:13.721485+00:00,baseline,28.9,664.17,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867873.752,2026-09-20T01:31:13.751736+00:00,baseline,30.3,664.61,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867873.78,2026-09-20T01:31:13.780480+00:00,baseline,28.7,664.61,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867873.812,2026-09-20T01:31:13.812215+00:00,baseline,31.7,664.61,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867873.845,2026-09-20T01:31:13.844929+00:00,baseline,32.7,664.37,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867873.873,2026-09-20T01:31:13.873055+00:00,baseline,28.1,664.37,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867873.902,2026-09-20T01:31:13.901859+00:00,baseline,28.8,664.37,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867873.93,2026-09-20T01:31:13.930373+00:00,baseline,28.5,664.19,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867873.959,2026-09-20T01:31:13.959365+00:00,baseline,29.0,664.19,99.0,5.0,884.0,1980.0,3201.0,58.0
1789867873.988,2026-09-20T01:31:13.987795+00:00,baseline,28.4,664.19,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.025,2026-09-20T01:31:14.025403+00:00,baseline,37.6,664.19,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.054,2026-09-20T01:31:14.053636+00:00,baseline,28.2,664.06,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.083,2026-09-20T01:31:14.082758+00:00,baseline,29.1,664.06,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.115,2026-09-20T01:31:14.115439+00:00,baseline,32.7,664.06,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.146,2026-09-20T01:31:14.146444+00:00,baseline,31.0,664.23,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.175,2026-09-20T01:31:14.174591+00:00,baseline,28.1,664.23,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.203,2026-09-20T01:31:14.202924+00:00,baseline,28.3,664.23,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.232,2026-09-20T01:31:14.231574+00:00,baseline,28.7,663.96,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.26,2026-09-20T01:31:14.259705+00:00,baseline,28.1,663.96,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.289,2026-09-20T01:31:14.288611+00:00,baseline,28.9,663.96,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.317,2026-09-20T01:31:14.316904+00:00,baseline,28.3,663.96,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.346,2026-09-20T01:31:14.345572+00:00,baseline,28.7,664.46,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.374,2026-09-20T01:31:14.373803+00:00,baseline,28.2,664.46,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.403,2026-09-20T01:31:14.403069+00:00,baseline,29.3,664.46,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.433,2026-09-20T01:31:14.433328+00:00,baseline,30.3,664.28,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.461,2026-09-20T01:31:14.461363+00:00,baseline,28.0,664.28,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.493,2026-09-20T01:31:14.492768+00:00,baseline,31.4,664.28,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.521,2026-09-20T01:31:14.521216+00:00,baseline,28.4,664.28,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.55,2026-09-20T01:31:14.549924+00:00,baseline,28.7,664.4,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.578,2026-09-20T01:31:14.577859+00:00,baseline,27.9,664.4,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.608,2026-09-20T01:31:14.607507+00:00,baseline,29.6,664.4,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.636,2026-09-20T01:31:14.636272+00:00,baseline,28.8,664.21,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.665,2026-09-20T01:31:14.664758+00:00,baseline,28.5,664.21,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.696,2026-09-20T01:31:14.695700+00:00,baseline,30.9,664.21,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.728,2026-09-20T01:31:14.728403+00:00,baseline,32.7,664.21,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.757,2026-09-20T01:31:14.756992+00:00,baseline,28.6,664.52,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.785,2026-09-20T01:31:14.785375+00:00,baseline,28.4,664.52,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.816,2026-09-20T01:31:14.815585+00:00,baseline,30.2,664.52,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.845,2026-09-20T01:31:14.844908+00:00,baseline,29.3,664.41,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.876,2026-09-20T01:31:14.876399+00:00,baseline,31.5,664.41,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.906,2026-09-20T01:31:14.906266+00:00,baseline,29.9,664.41,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.937,2026-09-20T01:31:14.937327+00:00,baseline,31.1,664.74,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.966,2026-09-20T01:31:14.965852+00:00,baseline,28.5,664.74,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867874.995,2026-09-20T01:31:14.994558+00:00,baseline,28.7,664.74,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.028,2026-09-20T01:31:15.028057+00:00,baseline,33.5,664.74,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.058,2026-09-20T01:31:15.057901+00:00,baseline,29.8,664.52,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.087,2026-09-20T01:31:15.086619+00:00,baseline,28.7,664.52,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.115,2026-09-20T01:31:15.115044+00:00,baseline,28.4,664.52,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.144,2026-09-20T01:31:15.144331+00:00,baseline,29.3,664.93,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.172,2026-09-20T01:31:15.172474+00:00,baseline,28.1,664.93,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.201,2026-09-20T01:31:15.200619+00:00,baseline,28.1,664.93,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.229,2026-09-20T01:31:15.229330+00:00,baseline,28.7,664.93,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.261,2026-09-20T01:31:15.260726+00:00,baseline,31.4,665.1,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.289,2026-09-20T01:31:15.288960+00:00,baseline,28.2,665.1,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.317,2026-09-20T01:31:15.317327+00:00,baseline,28.4,665.1,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.346,2026-09-20T01:31:15.346265+00:00,baseline,28.9,664.98,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.375,2026-09-20T01:31:15.374602+00:00,baseline,28.3,664.98,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.403,2026-09-20T01:31:15.402913+00:00,baseline,28.3,664.98,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.431,2026-09-20T01:31:15.431291+00:00,baseline,28.4,664.98,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.46,2026-09-20T01:31:15.459675+00:00,baseline,28.4,664.89,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.491,2026-09-20T01:31:15.491087+00:00,baseline,31.4,664.89,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.524,2026-09-20T01:31:15.524257+00:00,baseline,33.2,664.89,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.556,2026-09-20T01:31:15.555552+00:00,baseline,31.3,665.01,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.584,2026-09-20T01:31:15.584095+00:00,baseline,28.5,665.01,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.612,2026-09-20T01:31:15.612286+00:00,baseline,28.2,665.01,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.643,2026-09-20T01:31:15.642550+00:00,baseline,30.3,665.2,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.671,2026-09-20T01:31:15.671291+00:00,baseline,28.7,665.2,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.7,2026-09-20T01:31:15.700346+00:00,baseline,29.1,665.2,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.734,2026-09-20T01:31:15.733575+00:00,baseline,33.2,665.2,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.762,2026-09-20T01:31:15.761791+00:00,baseline,28.2,665.39,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.792,2026-09-20T01:31:15.791857+00:00,baseline,30.1,665.39,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.821,2026-09-20T01:31:15.820957+00:00,baseline,29.1,665.39,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.85,2026-09-20T01:31:15.850120+00:00,baseline,29.2,665.12,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.879,2026-09-20T01:31:15.879418+00:00,baseline,29.3,665.12,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.908,2026-09-20T01:31:15.907681+00:00,baseline,28.3,665.12,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.937,2026-09-20T01:31:15.937374+00:00,baseline,29.7,665.12,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.966,2026-09-20T01:31:15.965964+00:00,baseline,28.6,665.27,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867875.998,2026-09-20T01:31:15.997796+00:00,baseline,31.8,665.27,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.033,2026-09-20T01:31:16.033412+00:00,baseline,35.6,665.27,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.066,2026-09-20T01:31:16.065767+00:00,baseline,32.4,665.15,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.096,2026-09-20T01:31:16.096255+00:00,baseline,30.5,665.15,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.126,2026-09-20T01:31:16.125709+00:00,baseline,29.4,665.15,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.154,2026-09-20T01:31:16.154314+00:00,baseline,28.6,665.23,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.185,2026-09-20T01:31:16.185312+00:00,baseline,31.0,665.23,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.214,2026-09-20T01:31:16.213851+00:00,baseline,28.5,665.23,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.242,2026-09-20T01:31:16.242409+00:00,baseline,28.6,665.23,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.272,2026-09-20T01:31:16.271875+00:00,baseline,29.5,664.87,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.303,2026-09-20T01:31:16.303045+00:00,baseline,31.2,664.87,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.333,2026-09-20T01:31:16.332840+00:00,baseline,29.8,664.87,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.364,2026-09-20T01:31:16.363906+00:00,baseline,31.1,665.25,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.393,2026-09-20T01:31:16.393155+00:00,baseline,29.2,665.25,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.423,2026-09-20T01:31:16.422530+00:00,baseline,29.4,665.25,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.451,2026-09-20T01:31:16.451187+00:00,baseline,28.7,665.33,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.479,2026-09-20T01:31:16.479448+00:00,baseline,28.3,665.33,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.51,2026-09-20T01:31:16.510228+00:00,baseline,30.8,665.33,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.539,2026-09-20T01:31:16.539264+00:00,baseline,29.0,665.33,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.568,2026-09-20T01:31:16.567999+00:00,baseline,28.7,665.22,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.596,2026-09-20T01:31:16.596335+00:00,baseline,28.3,665.22,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.625,2026-09-20T01:31:16.624698+00:00,baseline,28.4,665.22,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.653,2026-09-20T01:31:16.653385+00:00,baseline,28.7,665.08,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.682,2026-09-20T01:31:16.681912+00:00,baseline,28.5,665.08,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.711,2026-09-20T01:31:16.711056+00:00,baseline,29.1,665.08,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.741,2026-09-20T01:31:16.741400+00:00,baseline,30.3,665.08,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.773,2026-09-20T01:31:16.772558+00:00,baseline,31.2,665.18,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.801,2026-09-20T01:31:16.801410+00:00,baseline,28.9,665.18,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.832,2026-09-20T01:31:16.832400+00:00,baseline,31.0,665.18,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.861,2026-09-20T01:31:16.861185+00:00,baseline,28.8,665.19,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.89,2026-09-20T01:31:16.889599+00:00,baseline,28.4,665.19,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.918,2026-09-20T01:31:16.918411+00:00,baseline,28.8,665.19,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.947,2026-09-20T01:31:16.947295+00:00,baseline,28.9,665.19,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867876.976,2026-09-20T01:31:16.975869+00:00,baseline,28.6,665.27,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.004,2026-09-20T01:31:17.004335+00:00,baseline,28.5,665.27,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.035,2026-09-20T01:31:17.035445+00:00,baseline,31.1,665.27,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.065,2026-09-20T01:31:17.064631+00:00,baseline,29.2,665.16,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.093,2026-09-20T01:31:17.093266+00:00,baseline,28.6,665.16,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.122,2026-09-20T01:31:17.122394+00:00,baseline,29.1,665.16,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.151,2026-09-20T01:31:17.151180+00:00,baseline,28.8,665.29,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.18,2026-09-20T01:31:17.179512+00:00,baseline,28.3,665.29,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.209,2026-09-20T01:31:17.209180+00:00,baseline,29.7,665.29,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.237,2026-09-20T01:31:17.237476+00:00,baseline,28.3,665.29,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.267,2026-09-20T01:31:17.266605+00:00,baseline,29.1,665.18,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.296,2026-09-20T01:31:17.295855+00:00,baseline,29.2,665.18,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.324,2026-09-20T01:31:17.324320+00:00,baseline,28.5,665.18,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.353,2026-09-20T01:31:17.353159+00:00,baseline,28.8,664.83,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.382,2026-09-20T01:31:17.382446+00:00,baseline,29.3,664.83,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.411,2026-09-20T01:31:17.411432+00:00,baseline,29.0,664.83,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.44,2026-09-20T01:31:17.439856+00:00,baseline,28.4,664.83,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.469,2026-09-20T01:31:17.468613+00:00,baseline,28.8,664.67,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.497,2026-09-20T01:31:17.496923+00:00,baseline,28.3,664.67,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.525,2026-09-20T01:31:17.525413+00:00,baseline,28.5,664.67,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.554,2026-09-20T01:31:17.553841+00:00,baseline,28.4,664.76,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.582,2026-09-20T01:31:17.582284+00:00,baseline,28.4,664.76,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.612,2026-09-20T01:31:17.611940+00:00,baseline,29.7,664.76,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.64,2026-09-20T01:31:17.640486+00:00,baseline,28.5,664.76,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.67,2026-09-20T01:31:17.669656+00:00,baseline,29.2,664.82,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.698,2026-09-20T01:31:17.698161+00:00,baseline,28.5,664.82,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.729,2026-09-20T01:31:17.729123+00:00,baseline,31.0,664.82,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.758,2026-09-20T01:31:17.758207+00:00,baseline,29.1,664.67,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.786,2026-09-20T01:31:17.786280+00:00,baseline,28.1,664.67,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.815,2026-09-20T01:31:17.815042+00:00,baseline,28.8,664.67,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.844,2026-09-20T01:31:17.844263+00:00,baseline,29.2,664.67,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.873,2026-09-20T01:31:17.872727+00:00,baseline,28.5,664.75,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.901,2026-09-20T01:31:17.901009+00:00,baseline,28.3,664.75,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.93,2026-09-20T01:31:17.929862+00:00,baseline,28.9,664.75,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.958,2026-09-20T01:31:17.958501+00:00,baseline,28.6,664.58,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867877.987,2026-09-20T01:31:17.987005+00:00,baseline,28.5,664.58,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867878.015,2026-09-20T01:31:18.015397+00:00,baseline,28.4,664.58,99.0,5.0,884.0,1980.0,3201.0,60.0
1789867878.044,2026-09-20T01:31:18.043884+00:00,baseline,28.5,664.58,99.0,5.0,884.0,1980.0,3201.0,60.0
1789867878.072,2026-09-20T01:31:18.072443+00:00,baseline,28.6,664.72,99.0,5.0,884.0,1980.0,3201.0,60.0
1789867878.101,2026-09-20T01:31:18.101330+00:00,baseline,28.9,664.72,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867878.13,2026-09-20T01:31:18.129707+00:00,baseline,28.4,664.72,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867878.16,2026-09-20T01:31:18.160170+00:00,baseline,30.5,665.03,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867878.189,2026-09-20T01:31:18.189151+00:00,baseline,29.0,665.03,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867878.218,2026-09-20T01:31:18.217656+00:00,baseline,28.5,665.03,99.0,5.0,884.0,1980.0,3201.0,60.0
1789867878.246,2026-09-20T01:31:18.245869+00:00,baseline,28.2,665.03,99.0,5.0,884.0,1980.0,3201.0,60.0
1789867878.275,2026-09-20T01:31:18.274845+00:00,baseline,29.0,665.33,99.0,5.0,884.0,1980.0,3201.0,60.0
1789867878.303,2026-09-20T01:31:18.303475+00:00,baseline,28.6,665.33,99.0,5.0,884.0,1980.0,3201.0,59.0
1789867878.332,2026-09-20T01:31:18.331803+00:00,baseline,28.3,665.33,99.0,5.0,884.0,1980.0,3201.0,59.0
