nohup: ignoring input
timestamp, index, power.draw [W], utilization.gpu [%], memory.used [MiB], clocks.current.sm [MHz], clocks.current.memory [MHz], temperature.gpu
2026/09/25 04:56:25.831, 0, 119.21 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:56:25.831, 1, 126.75 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:56:30.831, 0, 124.61 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:56:30.831, 1, 132.39 W, 22 %, 1486 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:56:35.832, 0, 119.23 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:56:35.832, 1, 126.73 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:56:40.833, 0, 124.71 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:56:40.833, 1, 132.76 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:56:45.833, 0, 119.24 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:56:45.834, 1, 126.74 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:56:50.834, 0, 124.97 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:56:50.834, 1, 132.51 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:56:55.834, 0, 119.28 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:56:55.835, 1, 126.75 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:57:00.835, 0, 130.19 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:57:00.835, 1, 138.24 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:57:05.835, 0, 136.16 W, 37 %, 1486 MiB, 1980 MHz, 3201 MHz, 44
2026/09/25 04:57:05.836, 1, 144.10 W, 65 %, 1486 MiB, 1980 MHz, 3201 MHz, 46
2026/09/25 04:57:10.836, 0, 119.35 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:57:10.836, 1, 126.90 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:57:15.837, 0, 135.81 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:57:15.837, 1, 143.97 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:57:20.837, 0, 141.20 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 48
2026/09/25 04:57:20.837, 1, 148.56 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 47
2026/09/25 04:57:25.838, 0, 119.44 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:57:25.839, 1, 126.96 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:57:30.839, 0, 147.86 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:57:30.839, 1, 155.56 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:57:35.840, 0, 152.60 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 44
2026/09/25 04:57:35.841, 1, 160.65 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:57:40.841, 0, 123.05 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:57:40.841, 1, 129.88 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:57:45.842, 0, 119.61 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 43
2026/09/25 04:57:45.843, 1, 126.81 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:57:50.844, 0, 132.99 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 44
2026/09/25 04:57:50.844, 1, 162.04 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:57:55.844, 0, 164.59 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 44
2026/09/25 04:57:55.844, 1, 172.46 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:58:00.845, 0, 170.48 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 44
2026/09/25 04:58:00.845, 1, 178.01 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 46
2026/09/25 04:58:05.845, 0, 176.20 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:58:05.846, 1, 185.35 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 46
2026/09/25 04:58:10.846, 0, 175.98 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:58:10.846, 1, 184.51 W, 59 %, 1486 MiB, 1980 MHz, 3201 MHz, 46
2026/09/25 04:58:15.846, 0, 182.42 W, 55 %, 1486 MiB, 1980 MHz, 3201 MHz, 46
2026/09/25 04:58:15.847, 1, 192.62 W, 94 %, 1486 MiB, 1980 MHz, 3201 MHz, 47
2026/09/25 04:58:20.847, 0, 189.14 W, 23 %, 1486 MiB, 1980 MHz, 3201 MHz, 46
2026/09/25 04:58:20.847, 1, 197.92 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 48
2026/09/25 04:58:25.848, 0, 193.88 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:58:25.848, 1, 203.54 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 46
2026/09/25 04:58:30.848, 0, 193.93 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:58:30.848, 1, 203.94 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 46
2026/09/25 04:58:35.849, 0, 198.75 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 44
2026/09/25 04:58:35.850, 1, 209.34 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 46
2026/09/25 04:58:40.851, 0, 137.77 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 44
2026/09/25 04:58:40.851, 1, 130.77 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 46
2026/09/25 04:58:45.851, 0, 163.21 W, 43 %, 1486 MiB, 1980 MHz, 3201 MHz, 49
2026/09/25 04:58:45.852, 1, 161.69 W, 1 %, 1486 MiB, 1980 MHz, 3201 MHz, 52
2026/09/25 04:58:50.853, 0, 216.61 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 46
2026/09/25 04:58:50.853, 1, 227.99 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 47
2026/09/25 04:58:55.853, 0, 181.54 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:58:55.853, 1, 185.06 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 47
2026/09/25 04:59:00.854, 0, 196.33 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 51
2026/09/25 04:59:00.854, 1, 189.56 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 53
2026/09/25 04:59:05.854, 0, 226.28 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 45
2026/09/25 04:59:05.854, 1, 238.85 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 47
2026/09/25 04:59:10.855, 0, 191.16 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 51
2026/09/25 04:59:10.855, 1, 200.42 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 53
2026/09/25 04:59:15.855, 0, 237.08 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 46
2026/09/25 04:59:15.855, 1, 249.08 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 47
2026/09/25 04:59:20.856, 0, 243.57 W, 2 %, 1486 MiB, 1980 MHz, 3201 MHz, 47
2026/09/25 04:59:20.856, 1, 255.67 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 50
2026/09/25 04:59:25.856, 0, 175.58 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 51
2026/09/25 04:59:25.856, 1, 185.13 W, 40 %, 1486 MiB, 1980 MHz, 3201 MHz, 52
2026/09/25 04:59:30.857, 0, 210.46 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 46
2026/09/25 04:59:30.857, 1, 206.74 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 48
2026/09/25 04:59:35.857, 0, 255.51 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 46
2026/09/25 04:59:35.857, 1, 271.81 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 48
2026/09/25 04:59:40.858, 0, 262.71 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 47
2026/09/25 04:59:40.858, 1, 278.56 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 49
2026/09/25 04:59:45.858, 0, 270.74 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 47
2026/09/25 04:59:45.858, 1, 281.95 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 49
2026/09/25 04:59:50.859, 0, 271.52 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 47
2026/09/25 04:59:50.859, 1, 281.85 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 49
2026/09/25 04:59:55.859, 0, 274.88 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 47
2026/09/25 04:59:55.859, 1, 285.40 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 49
2026/09/25 05:00:00.859, 0, 239.87 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 52
2026/09/25 05:00:00.860, 1, 248.20 W, 37 %, 1486 MiB, 1980 MHz, 3201 MHz, 49
2026/09/25 05:00:05.860, 0, 245.03 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 54
2026/09/25 05:00:05.860, 1, 256.49 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 56
2026/09/25 05:00:10.860, 0, 292.15 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 49
2026/09/25 05:00:10.861, 1, 310.06 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 51
2026/09/25 05:00:15.861, 0, 266.64 W, 78 %, 1486 MiB, 1980 MHz, 3201 MHz, 53
2026/09/25 05:00:15.862, 1, 278.57 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 54
2026/09/25 05:00:20.862, 0, 298.51 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 50
2026/09/25 05:00:20.865, 1, 316.03 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 52
2026/09/25 05:00:25.866, 0, 286.28 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 55
2026/09/25 05:00:25.866, 1, 300.17 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 57
2026/09/25 05:00:30.866, 0, 301.76 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 49
2026/09/25 05:00:30.866, 1, 311.25 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 51
2026/09/25 05:00:35.867, 0, 316.41 W, 10 %, 1486 MiB, 1980 MHz, 3201 MHz, 50
2026/09/25 05:00:35.867, 1, 329.70 W, 51 %, 1486 MiB, 1980 MHz, 3201 MHz, 53
2026/09/25 05:00:40.868, 0, 312.50 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 56
2026/09/25 05:00:40.868, 1, 325.37 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 58
2026/09/25 05:00:45.868, 0, 320.82 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 56
2026/09/25 05:00:45.868, 1, 334.08 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 58
2026/09/25 05:00:50.869, 0, 327.13 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 56
2026/09/25 05:00:50.869, 1, 342.45 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 59
2026/09/25 05:00:55.869, 0, 335.05 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 57
2026/09/25 05:00:55.870, 1, 351.20 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 59
2026/09/25 05:01:00.870, 0, 333.90 W, 50 %, 1486 MiB, 1980 MHz, 3201 MHz, 52
2026/09/25 05:01:00.870, 1, 351.48 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 56
2026/09/25 05:01:05.871, 0, 349.58 W, 90 %, 1486 MiB, 1980 MHz, 3201 MHz, 56
2026/09/25 05:01:05.871, 1, 366.97 W, 50 %, 1486 MiB, 1980 MHz, 3201 MHz, 58
2026/09/25 05:01:10.871, 0, 354.35 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 57
2026/09/25 05:01:10.871, 1, 373.33 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 60
2026/09/25 05:01:15.872, 0, 361.49 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 58
2026/09/25 05:01:15.872, 1, 380.20 W, 93 %, 1486 MiB, 1980 MHz, 3201 MHz, 60
2026/09/25 05:01:20.872, 0, 366.58 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 57
2026/09/25 05:01:20.872, 1, 385.97 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 60
2026/09/25 05:01:25.873, 0, 368.50 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 58
2026/09/25 05:01:25.873, 1, 388.18 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 60
2026/09/25 05:01:30.873, 0, 369.21 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 58
2026/09/25 05:01:30.873, 1, 388.06 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 60
2026/09/25 05:01:35.874, 0, 369.75 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 58
2026/09/25 05:01:35.874, 1, 388.08 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 61
2026/09/25 05:01:40.874, 0, 348.90 W, 86 %, 1486 MiB, 1980 MHz, 3201 MHz, 55
2026/09/25 05:01:40.874, 1, 375.83 W, 27 %, 1486 MiB, 1980 MHz, 3201 MHz, 56
2026/09/25 05:01:45.875, 0, 369.40 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 58
2026/09/25 05:01:45.875, 1, 388.49 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 61
2026/09/25 05:01:50.875, 0, 370.37 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 59
2026/09/25 05:01:50.875, 1, 389.39 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 61
2026/09/25 05:01:55.876, 0, 355.98 W, 30 %, 1486 MiB, 1980 MHz, 3201 MHz, 54
2026/09/25 05:01:55.876, 1, 372.13 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 57
2026/09/25 05:02:00.876, 0, 369.52 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 59
2026/09/25 05:02:00.876, 1, 388.81 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 61
2026/09/25 05:02:05.877, 0, 370.52 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 59
2026/09/25 05:02:05.877, 1, 389.66 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 61
2026/09/25 05:02:10.877, 0, 367.41 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 55
2026/09/25 05:02:10.877, 1, 381.27 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 59
2026/09/25 05:02:15.878, 0, 369.69 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 59
2026/09/25 05:02:15.878, 1, 389.36 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 61
2026/09/25 05:02:20.878, 0, 369.93 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 59
2026/09/25 05:02:20.878, 1, 389.03 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 61
2026/09/25 05:02:25.879, 0, 370.22 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 57
2026/09/25 05:02:25.879, 1, 389.56 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 62
2026/09/25 05:02:30.879, 0, 371.08 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 59
2026/09/25 05:02:30.879, 1, 389.99 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 61
2026/09/25 05:02:35.880, 0, 370.61 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 59
2026/09/25 05:02:35.880, 1, 389.45 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 62
2026/09/25 05:02:40.880, 0, 370.59 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 59
2026/09/25 05:02:40.880, 1, 390.08 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 62
2026/09/25 05:02:45.881, 0, 370.86 W, 39 %, 1486 MiB, 1980 MHz, 3201 MHz, 59
2026/09/25 05:02:45.881, 1, 389.79 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 61
2026/09/25 05:02:50.882, 0, 369.98 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 59
2026/09/25 05:02:50.882, 1, 389.56 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 62
2026/09/25 05:02:55.882, 0, 370.75 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 59
2026/09/25 05:02:55.882, 1, 390.50 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 62
2026/09/25 05:03:00.883, 0, 370.36 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 59
2026/09/25 05:03:00.883, 1, 389.78 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 62
2026/09/25 05:03:05.883, 0, 370.83 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 59
2026/09/25 05:03:05.884, 1, 390.45 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 62
2026/09/25 05:03:10.884, 0, 371.10 W, 63 %, 1486 MiB, 1980 MHz, 3201 MHz, 59
2026/09/25 05:03:10.884, 1, 389.99 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 61
2026/09/25 05:03:15.885, 0, 365.74 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 59
2026/09/25 05:03:15.885, 1, 385.40 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 62
2026/09/25 05:03:20.885, 0, 349.56 W, 60 %, 1486 MiB, 1980 MHz, 3201 MHz, 58
2026/09/25 05:03:20.885, 1, 378.67 W, 42 %, 1486 MiB, 1980 MHz, 3201 MHz, 60
2026/09/25 05:03:25.886, 0, 354.63 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 59
2026/09/25 05:03:25.886, 1, 371.76 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 61
2026/09/25 05:03:30.886, 0, 349.01 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 59
2026/09/25 05:03:30.887, 1, 366.43 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 62
2026/09/25 05:03:35.887, 0, 330.56 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 54
2026/09/25 05:03:35.887, 1, 347.84 W, 82 %, 1486 MiB, 1980 MHz, 3201 MHz, 57
2026/09/25 05:03:40.888, 0, 330.23 W, 17 %, 1486 MiB, 1980 MHz, 3201 MHz, 53
2026/09/25 05:03:40.888, 1, 342.55 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 55
2026/09/25 05:03:45.888, 0, 325.80 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 53
2026/09/25 05:03:45.889, 1, 340.82 W, 32 %, 1486 MiB, 1980 MHz, 3201 MHz, 59
2026/09/25 05:03:50.891, 0, 323.69 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 52
2026/09/25 05:03:50.891, 1, 341.70 W, 45 %, 1486 MiB, 1980 MHz, 3201 MHz, 55
2026/09/25 05:03:55.891, 0, 318.84 W, 9 %, 1486 MiB, 1980 MHz, 3201 MHz, 53
2026/09/25 05:03:55.891, 1, 335.29 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 56
2026/09/25 05:04:00.892, 0, 303.91 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 58
2026/09/25 05:04:00.892, 1, 320.23 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 61
2026/09/25 05:04:05.892, 0, 291.91 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 58
2026/09/25 05:04:05.892, 1, 307.28 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 60
2026/09/25 05:04:10.893, 0, 301.81 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 51
2026/09/25 05:04:10.893, 1, 318.79 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 54
2026/09/25 05:04:15.893, 0, 273.70 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 57
2026/09/25 05:04:15.893, 1, 289.61 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 60
2026/09/25 05:04:20.894, 0, 297.63 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 51
2026/09/25 05:04:20.894, 1, 301.78 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 53
2026/09/25 05:04:25.894, 0, 251.70 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 57
2026/09/25 05:04:25.895, 1, 266.71 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 59
2026/09/25 05:04:30.895, 0, 283.68 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 57
2026/09/25 05:04:30.895, 1, 299.46 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 56
2026/09/25 05:04:35.896, 0, 277.72 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 50
2026/09/25 05:04:35.896, 1, 295.45 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 52
2026/09/25 05:04:40.896, 0, 244.78 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 50
2026/09/25 05:04:40.896, 1, 242.50 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 52
2026/09/25 05:04:45.897, 0, 210.92 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 49
2026/09/25 05:04:45.897, 1, 227.97 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 51
2026/09/25 05:04:50.898, 0, 207.15 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 51
2026/09/25 05:04:50.898, 1, 216.62 W, 42 %, 1486 MiB, 1980 MHz, 3201 MHz, 56
2026/09/25 05:04:55.899, 0, 217.45 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 49
2026/09/25 05:04:55.899, 1, 214.18 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 51
2026/09/25 05:05:00.899, 0, 246.91 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 49
2026/09/25 05:05:00.899, 1, 270.90 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 51
2026/09/25 05:05:05.899, 0, 254.16 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 49
2026/09/25 05:05:05.900, 1, 265.91 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 51
2026/09/25 05:05:10.900, 0, 229.42 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 55
2026/09/25 05:05:10.900, 1, 254.12 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 57
2026/09/25 05:05:15.900, 0, 158.00 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 48
2026/09/25 05:05:15.901, 1, 184.48 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 50
2026/09/25 05:05:20.901, 0, 237.63 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 48
2026/09/25 05:05:20.901, 1, 247.67 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 50
2026/09/25 05:05:25.901, 0, 158.35 W, 96 %, 1486 MiB, 1980 MHz, 3201 MHz, 53
2026/09/25 05:05:25.902, 1, 172.10 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 54
2026/09/25 05:05:30.902, 0, 231.23 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 48
2026/09/25 05:05:30.902, 1, 241.13 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 50
2026/09/25 05:05:35.903, 0, 122.88 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 47
2026/09/25 05:05:35.903, 1, 130.83 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 49
2026/09/25 05:05:40.903, 0, 218.46 W, 75 %, 1486 MiB, 1980 MHz, 3201 MHz, 48
2026/09/25 05:05:40.903, 1, 229.59 W, 16 %, 1486 MiB, 1980 MHz, 3201 MHz, 50
2026/09/25 05:05:45.904, 0, 207.66 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 47
2026/09/25 05:05:45.904, 1, 210.48 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 49
2026/09/25 05:05:50.904, 0, 122.16 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 47
2026/09/25 05:05:50.904, 1, 130.18 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 49
2026/09/25 05:05:55.905, 0, 174.34 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 53
2026/09/25 05:05:55.905, 1, 186.93 W, 100 %, 1486 MiB, 1980 MHz, 3201 MHz, 55
2026/09/25 05:06:00.905, 0, 200.92 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 48
2026/09/25 05:06:00.905, 1, 211.92 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 50
2026/09/25 05:06:05.906, 0, 196.48 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 47
2026/09/25 05:06:05.906, 1, 205.57 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 49
2026/09/25 05:06:10.906, 0, 189.40 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 47
2026/09/25 05:06:10.906, 1, 200.00 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 49
2026/09/25 05:06:15.907, 0, 183.10 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 47
2026/09/25 05:06:15.907, 1, 195.32 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 49
2026/09/25 05:06:20.907, 0, 185.74 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 47
2026/09/25 05:06:20.907, 1, 194.12 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 49
2026/09/25 05:06:25.908, 0, 177.09 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 47
2026/09/25 05:06:25.908, 1, 187.18 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 49
2026/09/25 05:06:30.908, 0, 170.88 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 47
2026/09/25 05:06:30.908, 1, 180.66 W, 0 %, 1486 MiB, 1980 MHz, 3201 MHz, 48
