epoch,iso,phase,interval_ms,power.draw,utilization.gpu,utilization.memory,memory.used,clocks.sm,clocks.mem,temperature.gpu
1785388656.288,2026-07-30T05:17:36.287521+00:00,baseline,33.8,838.9,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388656.325,2026-07-30T05:17:36.325120+00:00,baseline,37.6,838.9,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388656.36,2026-07-30T05:17:36.359675+00:00,baseline,34.6,838.9,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388656.393,2026-07-30T05:17:36.392813+00:00,baseline,33.1,838.86,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388656.427,2026-07-30T05:17:36.427061+00:00,baseline,34.2,838.86,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388656.46,2026-07-30T05:17:36.460438+00:00,baseline,33.4,838.86,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388656.494,2026-07-30T05:17:36.493980+00:00,baseline,33.5,838.53,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388656.529,2026-07-30T05:17:36.528731+00:00,baseline,34.8,838.53,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388656.562,2026-07-30T05:17:36.561711+00:00,baseline,33.0,838.53,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388656.595,2026-07-30T05:17:36.594517+00:00,baseline,32.8,858.2,99.0,3.0,972.0,1965.0,3996.0,61.0
1785388656.628,2026-07-30T05:17:36.628069+00:00,baseline,33.6,858.2,99.0,3.0,972.0,1965.0,3996.0,61.0
1785388656.661,2026-07-30T05:17:36.660779+00:00,baseline,32.7,858.2,99.0,3.0,972.0,1965.0,3996.0,61.0
1785388656.698,2026-07-30T05:17:36.697536+00:00,baseline,36.8,858.79,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388656.732,2026-07-30T05:17:36.731942+00:00,baseline,34.4,858.79,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388656.766,2026-07-30T05:17:36.766306+00:00,baseline,34.4,858.79,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388656.815,2026-07-30T05:17:36.814888+00:00,baseline,48.6,859.0,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388656.851,2026-07-30T05:17:36.851098+00:00,baseline,36.2,859.0,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388656.884,2026-07-30T05:17:36.884456+00:00,baseline,33.4,858.74,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388656.922,2026-07-30T05:17:36.921804+00:00,baseline,37.3,858.74,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388656.957,2026-07-30T05:17:36.957069+00:00,baseline,35.3,858.74,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388656.993,2026-07-30T05:17:36.993267+00:00,baseline,36.2,858.43,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388657.027,2026-07-30T05:17:37.027263+00:00,baseline,34.0,858.43,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388657.061,2026-07-30T05:17:37.061027+00:00,baseline,33.8,858.43,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388657.097,2026-07-30T05:17:37.097479+00:00,baseline,36.4,858.2,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388657.132,2026-07-30T05:17:37.132396+00:00,baseline,34.9,858.2,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388657.167,2026-07-30T05:17:37.167008+00:00,baseline,34.6,858.2,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388657.202,2026-07-30T05:17:37.201656+00:00,baseline,34.6,858.3,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388657.234,2026-07-30T05:17:37.234303+00:00,baseline,32.6,858.3,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388657.268,2026-07-30T05:17:37.268321+00:00,baseline,34.0,858.3,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388657.309,2026-07-30T05:17:37.308850+00:00,baseline,40.5,857.91,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388657.344,2026-07-30T05:17:37.344309+00:00,baseline,35.5,857.91,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388657.378,2026-07-30T05:17:37.378405+00:00,baseline,34.1,857.86,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388657.419,2026-07-30T05:17:37.418774+00:00,baseline,40.4,857.86,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388657.455,2026-07-30T05:17:37.455039+00:00,baseline,36.3,857.86,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388657.489,2026-07-30T05:17:37.489029+00:00,baseline,34.0,856.77,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388657.526,2026-07-30T05:17:37.525781+00:00,baseline,36.8,856.77,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388657.559,2026-07-30T05:17:37.558794+00:00,baseline,33.0,856.77,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388657.593,2026-07-30T05:17:37.592826+00:00,baseline,34.0,859.4,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388657.624,2026-07-30T05:17:37.624223+00:00,baseline,31.4,859.4,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388657.659,2026-07-30T05:17:37.658917+00:00,baseline,34.7,859.4,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388657.691,2026-07-30T05:17:37.690641+00:00,baseline,31.7,859.87,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388657.728,2026-07-30T05:17:37.728201+00:00,baseline,37.6,859.87,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388657.761,2026-07-30T05:17:37.761279+00:00,baseline,33.1,859.87,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388657.794,2026-07-30T05:17:37.793882+00:00,baseline,32.6,859.92,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388657.827,2026-07-30T05:17:37.827140+00:00,baseline,33.3,859.92,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388657.86,2026-07-30T05:17:37.860031+00:00,baseline,32.9,859.92,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388657.895,2026-07-30T05:17:37.895021+00:00,baseline,35.0,860.13,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388657.931,2026-07-30T05:17:37.930955+00:00,baseline,35.9,860.13,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388657.962,2026-07-30T05:17:37.962069+00:00,baseline,31.1,860.13,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388657.999,2026-07-30T05:17:37.998901+00:00,baseline,36.8,860.27,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388658.033,2026-07-30T05:17:38.033075+00:00,baseline,34.2,860.27,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388658.068,2026-07-30T05:17:38.068106+00:00,baseline,35.0,860.27,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388658.109,2026-07-30T05:17:38.108627+00:00,baseline,40.5,860.4,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388658.142,2026-07-30T05:17:38.142272+00:00,baseline,33.6,860.4,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388658.177,2026-07-30T05:17:38.177356+00:00,baseline,35.1,860.4,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388658.217,2026-07-30T05:17:38.216748+00:00,baseline,39.4,860.56,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388658.251,2026-07-30T05:17:38.250533+00:00,baseline,33.8,860.56,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388658.281,2026-07-30T05:17:38.281367+00:00,baseline,30.8,861.09,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388658.32,2026-07-30T05:17:38.319771+00:00,baseline,38.4,861.09,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388658.353,2026-07-30T05:17:38.353001+00:00,baseline,33.2,861.09,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388658.569,2026-07-30T05:17:38.568770+00:00,baseline,215.8,861.34,99.0,3.0,972.0,1965.0,3996.0,62.0
1785388658.667,2026-07-30T05:17:38.666784+00:00,baseline,98.0,862.07,99.0,3.0,972.0,1965.0,3996.0,62.0
